id,label
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,0
864,0
865,0
866,1
867,0
868,0
869,0
870,0
871,0
872,1
873,1
874,0
875,1
876,0
877,1
878,1
879,0
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,0
888,0
889,1
890,0
891,0
892,1
893,0
894,1
895,0
896,0
897,1
898,0
899,1
900,0
901,1
902,0
903,1
904,0
905,1
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,1
915,1
916,1
917,0
918,0
919,0
920,1
921,1
922,0
923,0
924,0
925,1
926,0
927,1
928,1
929,0
930,1
931,0
932,1
933,1
934,1
935,0
936,0
937,0
938,0
939,0
940,0
941,1
942,1
943,0
944,1
945,1
946,0
947,0
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,1
956,1
957,1
958,1
959,0
960,1
961,0
962,1
963,1
964,0
965,1
966,0
967,0
968,1
969,1
970,1
971,0
972,1
973,0
974,0
975,1
976,1
977,0
978,0
979,1
980,0
981,0
982,1
983,0
984,1
985,0
986,0
987,0
988,0
989,1
990,0
991,1
992,0
993,0
994,1
995,0
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,1
1008,1
1009,1
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,1
1044,1
1045,0
1046,0
1047,1
1048,1
1049,0
1050,0
1051,1
1052,0
1053,0
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,0
1063,1
1064,0
1065,0
1066,1
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,0
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,1
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,0
1117,1
1118,1
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,1
1173,0
1174,1
1175,1
1176,0
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,1
1189,0
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,1
1214,0
1215,1
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,0
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,1
1265,0
1266,0
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,0
1274,1
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,1
1288,0
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,0
1301,1
1302,1
1303,0
1304,1
1305,0
1306,0
1307,1
1308,1
1309,1
1310,1
1311,0
1312,1
1313,0
1314,0
1315,1
1316,0
1317,1
1318,0
1319,0
1320,0
1321,1
1322,0
1323,1
1324,1
1325,0
1326,0
1327,1
1328,0
1329,1
1330,0
1331,1
1332,0
1333,0
1334,0
1335,0
1336,1
1337,0
1338,0
1339,1
1340,1
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,1
1357,1
1358,0
1359,1
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,1
1381,0
1382,0
1383,1
1384,1
1385,0
1386,1
1387,0
1388,0
1389,1
1390,1
1391,1
1392,0
1393,1
1394,1
1395,0
1396,1
1397,1
1398,1
1399,0
1400,0
1401,1
1402,0
1403,0
1404,0
1405,1
1406,1
1407,0
1408,0
1409,1
1410,1
1411,1
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,1
1419,1
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,1
1440,1
1441,1
1442,0
1443,1
1444,1
1445,0
1446,0
1447,1
1448,1
1449,1
1450,0
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,1
1470,0
1471,1
1472,1
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,0
1482,0
1483,1
1484,1
1485,1
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,0
1493,1
1494,1
1495,0
1496,1
1497,1
1498,0
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,1
1513,0
1514,1
1515,1
1516,0
1517,0
1518,1
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,1
1541,0
1542,1
1543,1
1544,1
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,0
1555,0
1556,1
1557,1
1558,0
1559,0
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,1
1567,0
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,0
1575,0
1576,0
1577,1
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,1
1585,1
1586,0
1587,1
1588,1
1589,1
1590,1
1591,1
1592,0
1593,1
1594,0
1595,0
1596,0
1597,0
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,1
1613,1
1614,1
1615,0
1616,1
1617,0
1618,1
1619,1
1620,0
1621,0
1622,0
1623,1
1624,1
1625,1
1626,0
1627,1
1628,0
1629,0
1630,1
1631,0
1632,0
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,0
1650,1
1651,1
1652,1
1653,0
1654,1
1655,1
1656,1
1657,0
1658,1
1659,1
1660,0
1661,0
1662,0
1663,1
1664,0
1665,1
1666,1
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,1
1675,0
1676,0
1677,1
1678,0
1679,0
1680,0
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,1
1689,0
1690,0
1691,1
1692,0
1693,1
1694,1
1695,0
1696,0
1697,0
1698,0
1699,1
1700,1
1701,0
1702,0
1703,0
1704,1
1705,0
1706,0
1707,1
1708,0
1709,1
1710,1
1711,1
1712,0
1713,1
1714,1
1715,0
1716,1
1717,1
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,1
1727,0
1728,1
1729,1
1730,1
1731,1
1732,0
1733,0
1734,1
1735,0
1736,0
1737,0
1738,1
1739,1
1740,0
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,0
1749,1
1750,0
1751,0
1752,0
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,1
1765,1
1766,0
1767,0
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,1
1812,1
1813,1
1814,0
1815,1
1816,1
1817,0
1818,0
1819,0
1820,1
1821,0
1822,0
1823,0
1824,0
1825,0
1826,1
1827,0
1828,1
1829,0
1830,0
1831,1
1832,1
1833,1
1834,1
1835,1
1836,0
1837,1
1838,1
1839,0
1840,0
1841,1
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,0
1850,0
1851,1
1852,0
1853,1
1854,0
1855,0
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,0
1873,1
1874,0
1875,0
1876,1
1877,0
1878,1
1879,0
1880,1
1881,1
1882,0
1883,0
1884,0
1885,1
1886,0
1887,1
1888,1
1889,0
1890,1
1891,0
1892,1
1893,0
1894,0
1895,0
1896,0
1897,0
1898,1
1899,1
1900,1
1901,0
1902,1
1903,0
1904,0
1905,1
1906,0
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,0
1924,1
1925,1
1926,0
1927,1
1928,1
1929,1
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,1
1937,1
1938,0
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,0
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,0
1955,1
1956,1
1957,1
1958,0
1959,0
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,0
2012,1
2013,1
2014,0
2015,1
2016,0
2017,1
2018,0
2019,1
2020,1
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,1
2029,1
2030,0
2031,1
2032,0
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,1
2043,1
2044,0
2045,1
2046,1
2047,1
2048,1
2049,1
2050,0
2051,1
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,1
2060,0
2061,1
2062,0
2063,0
2064,1
2065,0
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,0
2079,1
2080,0
2081,1
2082,1
2083,0
2084,0
2085,1
2086,0
2087,0
2088,1
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,0
2098,1
2099,0
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,0
2107,1
2108,1
2109,0
2110,1
2111,0
2112,0
2113,1
2114,0
2115,0
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,1
2123,0
2124,0
2125,1
2126,1
2127,0
2128,1
2129,0
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,1
2139,1
2140,1
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,1
2151,0
2152,1
2153,1
2154,0
2155,0
2156,1
2157,0
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,0
2188,1
2189,0
2190,1
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,1
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,0
2209,1
2210,1
2211,0
2212,0
2213,0
2214,1
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,1
2222,1
2223,1
2224,1
2225,0
2226,1
2227,0
2228,1
2229,0
2230,0
2231,0
2232,1
2233,1
2234,0
2235,0
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,0
2245,1
2246,0
2247,0
2248,0
2249,0
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,1
2280,0
2281,1
2282,0
2283,1
2284,1
2285,0
2286,1
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,1
2294,1
2295,1
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,1
2308,1
2309,1
2310,1
2311,0
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,0
2321,1
2322,1
2323,1
2324,0
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,0
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,1
2352,1
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,0
2365,1
2366,1
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,0
2376,0
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,0
2403,1
2404,1
2405,0
2406,0
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,0
2414,1
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,1
2433,0
2434,1
2435,1
2436,1
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2455,1
2456,1
2457,1
2458,0
2459,1
2460,0
2461,0
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,1
2477,1
2478,0
2479,1
2480,1
2481,1
2482,1
2483,0
2484,1
2485,1
2486,1
2487,1
2488,0
2489,1
2490,1
2491,0
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,1
2506,0
2507,1
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,0
2515,1
2516,0
2517,1
2518,1
2519,1
2520,0
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,1
2532,0
2533,1
2534,1
2535,1
2536,0
2537,0
2538,1
2539,1
2540,0
2541,1
2542,0
2543,0
2544,1
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,0
2584,1
2585,1
2586,0
2587,0
2588,0
2589,0
2590,1
2591,1
2592,0
2593,1
2594,0
2595,1
2596,1
2597,0
2598,0
2599,0
2600,1
2601,0
2602,0
2603,0
2604,0
2605,1
2606,1
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,0
2614,1
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,1
2623,0
2624,1
2625,1
2626,1
2627,1
2628,1
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,1
2662,1
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,1
2672,1
2673,0
2674,1
2675,0
2676,0
2677,0
2678,1
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,0
2687,0
2688,1
2689,0
2690,0
2691,0
2692,1
2693,0
2694,1
2695,1
2696,0
2697,0
2698,1
2699,0
2700,1
2701,0
2702,0
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,0
2725,1
2726,0
2727,0
2728,1
2729,0
2730,0
2731,0
2732,1
2733,0
2734,0
2735,1
2736,0
2737,1
2738,1
2739,0
2740,1
2741,1
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,1
2749,1
2750,1
2751,0
2752,0
2753,0
2754,1
2755,1
2756,1
2757,0
2758,1
2759,0
2760,0
2761,0
2762,0
2763,1
2764,0
2765,1
2766,1
2767,1
2768,1
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,0
2776,0
2777,0
2778,1
2779,1
2780,0
2781,1
2782,0
2783,1
2784,0
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,1
2797,0
2798,0
2799,0
2800,1
2801,0
2802,1
2803,1
2804,0
2805,1
2806,1
2807,1
2808,0
2809,1
2810,1
2811,0
2812,0
2813,1
2814,0
2815,1
2816,0
2817,0
2818,1
2819,1
2820,0
2821,1
2822,0
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,0
2830,1
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,0
2856,1
2857,1
2858,1
2859,1
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,1
2868,1
2869,1
2870,0
2871,0
2872,1
2873,1
2874,1
2875,1
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,1
2883,0
2884,1
2885,1
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,1
2894,1
2895,0
2896,1
2897,0
2898,0
2899,1
2900,0
2901,1
2902,0
2903,0
2904,1
2905,0
2906,0
2907,0
2908,0
2909,0
2910,1
2911,1
2912,1
2913,1
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,0
2935,1
2936,1
2937,0
2938,0
2939,0
2940,1
2941,0
2942,1
2943,0
2944,0
2945,0
2946,1
2947,0
2948,0
2949,1
2950,1
2951,1
2952,0
2953,0
2954,1
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,0
2977,0
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,1
2990,0
2991,0
2992,1
2993,1
2994,0
2995,1
2996,1
2997,1
2998,1
